title,slug,category,categorySlug,price,tag,inventory,status,image,video,gallery,variants,hues,description,seoTitle,seoDescription,seoKeywords,canonicalUrl,imageAlt,brand,sku,reviewRating,reviewCount,seoFocusKeyphrase,sortOrder,sourceProductId,sourceHandle,sourcePublishedAt
"#BL3 Sundae Driver (AAA)","bl3-sundae-driver-aaa","AAA","aaa","225","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2309.jpg?v=1786370026","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/49af9a79329c4eac8770175c17fc1109/49af9a79329c4eac8770175c17fc1109.HD-1080p-4.8Mbps-91227737.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2309.jpg?v=1786370026""]","[{""name"":""QP"",""price"":225,""inventory"":999},{""name"":""HP"",""price"":400,""inventory"":999},{""name"":""P"",""price"":700,""inventory"":999}]","[""hsl(161, 30%, 18%)"",""hsl(161, 40%, 35%)"",""hsl(161, 50%, 60%)""]","9/10👃 Sweet Gassy ICC Nose Dense Squishy Texture #BL3 Sundae Driver (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $225.00, HP at $400.00, P at $700.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BL3 Sundae Driver (AAA) | FUELPACKS AAA","#BL3 Sundae Driver (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #BL3 Sundae Driver (AAA); FUELPACKS; Telegram ordering","/products/bl3-sundae-driver-aaa","#BL3 Sundae Driver (AAA) product image from FUELPACKS","FUELPACKS","bl3-sundae-driver-aaa","","","#BL3 Sundae Driver (AAA)","96","gid://shopify/Product/10390017933608","bl3-sundae-driver-aaa","2026-08-10T13:54:07Z"
"#BF4 Cherry Slushee (AAA)","bf4-cherry-slushee-aaa","AAA","aaa","215","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2311.jpg?v=1786370085","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/3f64dcef03614d3aadfc16cddce80ee7/3f64dcef03614d3aadfc16cddce80ee7.HD-1080p-4.8Mbps-91227788.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2311.jpg?v=1786370085""]","[{""name"":""QP"",""price"":215,""inventory"":999},{""name"":""HP"",""price"":385,""inventory"":999},{""name"":""P"",""price"":675,""inventory"":999}]","[""hsl(150, 30%, 18%)"",""hsl(150, 40%, 35%)"",""hsl(150, 50%, 60%)""]","8.5/10👃 Sweet Cherry Candy Nose Dense Squishy Texture #BF4 Cherry Slushee (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $215.00, HP at $385.00, P at $675.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BF4 Cherry Slushee (AAA) | FUELPACKS AAA","#BF4 Cherry Slushee (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #BF4 Cherry Slushee (AAA); FUELPACKS; Telegram ordering","/products/bf4-cherry-slushee-aaa","#BF4 Cherry Slushee (AAA) product image from FUELPACKS","FUELPACKS","bf4-cherry-slushee-aaa","","","#BF4 Cherry Slushee (AAA)","97","gid://shopify/Product/10390018556200","bf4-cherry-slushee-aaa","2026-08-10T13:55:06Z"
"#BM2 Candy Fumes (AAA)","bm2-candy-fumes-aaa","AAA","aaa","215","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2313.jpg?v=1786370158","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/89fe50b394dd43959fa73e5bfb6366ad/89fe50b394dd43959fa73e5bfb6366ad.HD-1080p-4.8Mbps-91227855.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2313.jpg?v=1786370158""]","[{""name"":""QP"",""price"":215,""inventory"":999},{""name"":""HP"",""price"":385,""inventory"":999},{""name"":""P"",""price"":675,""inventory"":999}]","[""hsl(338, 30%, 18%)"",""hsl(338, 40%, 35%)"",""hsl(338, 50%, 60%)""]","8.5/10👃 Pungent Gassy Candy Nose Dense Texture #BM2 Candy Fumes (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $215.00, HP at $385.00, P at $675.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BM2 Candy Fumes (AAA) | FUELPACKS AAA","#BM2 Candy Fumes (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #BM2 Candy Fumes (AAA); FUELPACKS; Telegram ordering","/products/bm2-candy-fumes-aaa","#BM2 Candy Fumes (AAA) product image from FUELPACKS","FUELPACKS","bm2-candy-fumes-aaa","","","#BM2 Candy Fumes (AAA)","98","gid://shopify/Product/10390019047720","bm2-candy-fumes-aaa","2026-08-10T13:56:34Z"
"#AF4 Gobstoppers Shmediums (Indoor) (Mediums)","af4-gobstoppers-shmediums-indoor-mediums","SMALLS/MEDIUMS","smalls-mediums","265","SMALLS/MEDIUMS","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2315.jpg?v=1786370250","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/bcaf6c7ce73a4e5f90ef2798a065c94c/bcaf6c7ce73a4e5f90ef2798a065c94c.HD-1080p-4.8Mbps-91227954.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2315.jpg?v=1786370250""]","[{""name"":""QP"",""price"":265,""inventory"":999},{""name"":""HP"",""price"":485,""inventory"":999},{""name"":""P"",""price"":875,""inventory"":999}]","[""hsl(121, 30%, 18%)"",""hsl(121, 40%, 35%)"",""hsl(121, 50%, 60%)""]","9.5/10👃 Licensed Shmediums Lemon Cherry Candy Nose Soft Squishy Texture #AF4 Gobstoppers Shmediums (Indoor) (Mediums) is available in the SMALLS/MEDIUMS catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $265.00, HP at $485.00, P at $875.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AF4 Gobstoppers Shmediums (Indoor) (Mediums) | FUELPACKS","#AF4 Gobstoppers Shmediums (Indoor) (Mediums) from FUELPACKS SMALLS/MEDIUMS. View images, video, variants, price, availability, and send your prepared...","SMALLS/MEDIUMS; #AF4 Gobstoppers Shmediums (Indoor) (Mediums); FUELPACKS; Telegram ordering","/products/af4-gobstoppers-shmediums-indoor-mediums","#AF4 Gobstoppers Shmediums (Indoor) (Mediums) product image from FUELPACKS","FUELPACKS","af4-gobstoppers-shmediums-indoor-mediums","","","#AF4 Gobstoppers Shmediums (Indoor) (Mediums)","99","gid://shopify/Product/10390019539240","af4-gobstoppers-shmediums-indoor-mediums","2026-08-10T13:57:59Z"
"#BY4 Neon Worms (AAA)","by4-neon-worms-aaa","AAA","aaa","235","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2317.jpg?v=1786370320","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/955d7c646309460ab72d6d5ce5c193c7/955d7c646309460ab72d6d5ce5c193c7.HD-1080p-4.8Mbps-91228016.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2317.jpg?v=1786370320""]","[{""name"":""QP"",""price"":235,""inventory"":999},{""name"":""HP"",""price"":420,""inventory"":999},{""name"":""P"",""price"":740,""inventory"":999}]","[""hsl(229, 30%, 18%)"",""hsl(229, 40%, 35%)"",""hsl(229, 50%, 60%)""]","9.5/10👃 Lemon Cherry Candy Nose Squishy Texture #BY4 Neon Worms (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $235.00, HP at $420.00, P at $740.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BY4 Neon Worms (AAA) | FUELPACKS AAA","#BY4 Neon Worms (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #BY4 Neon Worms (AAA); FUELPACKS; Telegram ordering","/products/by4-neon-worms-aaa","#BY4 Neon Worms (AAA) product image from FUELPACKS","FUELPACKS","by4-neon-worms-aaa","","","#BY4 Neon Worms (AAA)","100","gid://shopify/Product/10390019899688","by4-neon-worms-aaa","2026-08-10T13:59:07Z"
"#BJ1 Ouch! Bubblegum (AAA)","bj1-ouch-bubblegum-aaa","AAA","aaa","230","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2319.jpg?v=1786370393","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/ba1330aed9b249daaa6b5a26059a6eb6/ba1330aed9b249daaa6b5a26059a6eb6.HD-1080p-4.8Mbps-91228143.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2319.jpg?v=1786370393""]","[{""name"":""QP"",""price"":230,""inventory"":999},{""name"":""HP"",""price"":410,""inventory"":999},{""name"":""P"",""price"":725,""inventory"":999}]","[""hsl(137, 30%, 18%)"",""hsl(137, 40%, 35%)"",""hsl(137, 50%, 60%)""]","9/10👃 Gassy Bubblegum Candy Nose Squishy Texture #BJ1 Ouch! Bubblegum (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $230.00, HP at $410.00, P at $725.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BJ1 Ouch! Bubblegum (AAA) | FUELPACKS AAA","#BJ1 Ouch! Bubblegum (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #BJ1 Ouch! Bubblegum (AAA); FUELPACKS; Telegram ordering","/products/bj1-ouch-bubblegum-aaa","#BJ1 Ouch! Bubblegum (AAA) product image from FUELPACKS","FUELPACKS","bj1-ouch-bubblegum-aaa","","","#BJ1 Ouch! Bubblegum (AAA)","101","gid://shopify/Product/10390020161832","bj1-ouch-bubblegum-aaa","2026-08-10T14:00:13Z"
"#CI1 Dirty Kamikaze (Indoor)","ci1-dirty-kamikaze-indoor","Indoor","indoor","335","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2344.jpg?v=1786435085","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/86a0443acfba43159bb9cbed792686d7/86a0443acfba43159bb9cbed792686d7.HD-1080p-4.8Mbps-91294270.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2344.jpg?v=1786435085""]","[{""name"":""QP"",""price"":335,""inventory"":999},{""name"":""HP"",""price"":625,""inventory"":999},{""name"":""P"",""price"":1150,""inventory"":999}]","[""hsl(56, 30%, 18%)"",""hsl(56, 40%, 35%)"",""hsl(56, 50%, 60%)""]","10/10👃 Licensed Indoors Lemon Cherry Candy Nose Dense Squishy Texture #CI1 Dirty Kamikaze (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $335.00, HP at $625.00, P at $1150.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CI1 Dirty Kamikaze (Indoor) | FUELPACKS Indoor","#CI1 Dirty Kamikaze (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #CI1 Dirty Kamikaze (Indoor); FUELPACKS; Telegram ordering","/products/ci1-dirty-kamikaze-indoor","#CI1 Dirty Kamikaze (Indoor) product image from FUELPACKS","FUELPACKS","ci1-dirty-kamikaze-indoor","","","#CI1 Dirty Kamikaze (Indoor)","102","gid://shopify/Product/10391144071464","ci1-dirty-kamikaze-indoor","2026-08-11T07:58:26Z"
"#CF4 Blue Lobster (Indoor)","cf4-blue-lobster-indoor","Indoor","indoor","325","Indoor","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2348.jpg?v=1786435158","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/a9becfd3c4834b2f82408f96463e1825/a9becfd3c4834b2f82408f96463e1825.HD-1080p-4.8Mbps-91294350.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2348.jpg?v=1786435158""]","[{""name"":""QP"",""price"":325,""inventory"":999},{""name"":""HP"",""price"":600,""inventory"":999},{""name"":""P"",""price"":1100,""inventory"":999}]","[""hsl(138, 30%, 18%)"",""hsl(138, 40%, 35%)"",""hsl(138, 50%, 60%)""]","9.5/10👃 Licensed Indoors Gassy Cherry Candy Nose Dense Squishy Texture #CF4 Blue Lobster (Indoor) is available in the Indoor catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $325.00, HP at $600.00, P at $1100.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CF4 Blue Lobster (Indoor) | FUELPACKS Indoor","#CF4 Blue Lobster (Indoor) from FUELPACKS Indoor. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Indoor; #CF4 Blue Lobster (Indoor); FUELPACKS; Telegram ordering","/products/cf4-blue-lobster-indoor","#CF4 Blue Lobster (Indoor) product image from FUELPACKS","FUELPACKS","cf4-blue-lobster-indoor","","","#CF4 Blue Lobster (Indoor)","103","gid://shopify/Product/10391145120040","cf4-blue-lobster-indoor","2026-08-11T07:59:37Z"
"#CE4 Rainbow Sherbet (AAA)","ce4-rainbow-sherbet-aaa","AAA","aaa","235","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2354.jpg?v=1786435347","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/e8a26596aee546faa1cee09c82ac595c/e8a26596aee546faa1cee09c82ac595c.HD-1080p-4.8Mbps-91294612.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2354.jpg?v=1786435347""]","[{""name"":""QP"",""price"":235,""inventory"":999},{""name"":""HP"",""price"":425,""inventory"":999},{""name"":""P"",""price"":750,""inventory"":999}]","[""hsl(113, 30%, 18%)"",""hsl(113, 40%, 35%)"",""hsl(113, 50%, 60%)""]","9/10👃 Sweet Gassy Sherbet Nose Dense Squishy Texture Fakers That Pass As Indoors #CE4 Rainbow Sherbet (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $235.00, HP at $425.00, P at $750.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CE4 Rainbow Sherbet (AAA) | FUELPACKS AAA","#CE4 Rainbow Sherbet (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #CE4 Rainbow Sherbet (AAA); FUELPACKS; Telegram ordering","/products/ce4-rainbow-sherbet-aaa","#CE4 Rainbow Sherbet (AAA) product image from FUELPACKS","FUELPACKS","ce4-rainbow-sherbet-aaa","","","#CE4 Rainbow Sherbet (AAA)","104","gid://shopify/Product/10391146103080","ce4-rainbow-sherbet-aaa","2026-08-11T08:02:44Z"
"#DG3 Lip Smackers (AAA)","dg3-lip-smackers-aaa","AAA","aaa","230","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2358.jpg?v=1786435457","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/11678edef74c428881d49ee2f9b00e6a/11678edef74c428881d49ee2f9b00e6a.HD-1080p-4.8Mbps-91294747.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2358.jpg?v=1786435457""]","[{""name"":""QP"",""price"":230,""inventory"":999},{""name"":""HP"",""price"":410,""inventory"":999},{""name"":""P"",""price"":725,""inventory"":999}]","[""hsl(354, 30%, 18%)"",""hsl(354, 40%, 35%)"",""hsl(354, 50%, 60%)""]","9.5/10👃 Gassy Cherry Candy Nose Dense Squishy Texture #DG3 Lip Smackers (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $230.00, HP at $410.00, P at $725.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DG3 Lip Smackers (AAA) | FUELPACKS AAA","#DG3 Lip Smackers (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #DG3 Lip Smackers (AAA); FUELPACKS; Telegram ordering","/products/dg3-lip-smackers-aaa","#DG3 Lip Smackers (AAA) product image from FUELPACKS","FUELPACKS","dg3-lip-smackers-aaa","","","#DG3 Lip Smackers (AAA)","105","gid://shopify/Product/10391146823976","dg3-lip-smackers-aaa","2026-08-11T08:04:40Z"
"#CB1 Skunklato (Deps)","cb1-skunklato-deps","Deps","deps","190","Deps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2360.jpg?v=1786435537","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/454ee50301ee441b972fc01173d8624a/454ee50301ee441b972fc01173d8624a.HD-1080p-4.8Mbps-91294855.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2360.jpg?v=1786435537""]","[{""name"":""QP"",""price"":190,""inventory"":999},{""name"":""HP"",""price"":335,""inventory"":999},{""name"":""P"",""price"":575,""inventory"":999}]","[""hsl(218, 30%, 18%)"",""hsl(218, 40%, 35%)"",""hsl(218, 50%, 60%)""]","8.5/10👃 Sweet Gassy Gelato Nose Dense Squishy Texture *NO ADDITIONAL DROPS* #CB1 Skunklato (Deps) is available in the Deps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $190.00, HP at $335.00, P at $575.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CB1 Skunklato (Deps) | FUELPACKS Deps","#CB1 Skunklato (Deps) from FUELPACKS Deps. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Deps; #CB1 Skunklato (Deps); FUELPACKS; Telegram ordering","/products/cb1-skunklato-deps","#CB1 Skunklato (Deps) product image from FUELPACKS","FUELPACKS","cb1-skunklato-deps","","","#CB1 Skunklato (Deps)","106","gid://shopify/Product/10391147249960","cb1-skunklato-deps","2026-08-11T08:05:58Z"
"#AX4 Cryptochronic (Indoor) (Zaza)","ax4-cryptochronic-indoor-zaza","Special Deals","special-deals","610","Special Deals","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2259_7a41f5de-62bf-43f9-a348-f075b12e6ba6.jpg?v=1786435691","","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2259_7a41f5de-62bf-43f9-a348-f075b12e6ba6.jpg?v=1786435691""]","[{""name"":""8 oz"",""price"":610,""inventory"":999}]","[""hsl(200, 30%, 18%)"",""hsl(200, 40%, 35%)"",""hsl(200, 50%, 60%)""]","💰TRAP LORD SPECIAL💰 10/10👃 Licensed Indoors BRED BY BACKPACK BOYZ🎒 *ADD TO ORDER ONLY* Lemon Cherry Candy Nose Soft Squishy Texture *NO ADDITIONAL DROPS* #AX4 Cryptochronic (Indoor) (Zaza) is available in the Special Deals catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include 8 oz at $610.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AX4 Cryptochronic (Indoor) (Zaza) | FUELPACKS Special Deals","#AX4 Cryptochronic (Indoor) (Zaza) from FUELPACKS Special Deals. View images, video, variants, price, availability, and send your prepared order through...","Special Deals; #AX4 Cryptochronic (Indoor) (Zaza); FUELPACKS; Telegram ordering","/products/ax4-cryptochronic-indoor-zaza","#AX4 Cryptochronic (Indoor) (Zaza) product image from FUELPACKS","FUELPACKS","ax4-cryptochronic-indoor-zaza","","","#AX4 Cryptochronic (Indoor) (Zaza)","107","gid://shopify/Product/10391148167464","ax4-cryptochronic-indoor-zaza","2026-08-11T08:08:26Z"
"#DB2 Doggy Bag (Deps)","db2-doggy-bag-deps","Deps","deps","300","Deps","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2383.jpg?v=1786513698","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/6007cee9d9d94c9c9931219c5b1f1cad/6007cee9d9d94c9c9931219c5b1f1cad.HD-1080p-4.8Mbps-91383855.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2383.jpg?v=1786513698""]","[{""name"":""P"",""price"":300,""inventory"":999}]","[""hsl(153, 30%, 18%)"",""hsl(153, 40%, 35%)"",""hsl(153, 50%, 60%)""]","7/10👃 Faint Earthy Pine Nose Fluffy Texture *ADD TO ORDER ONLY* *NO ADDITIONAL DROPS* #DB2 Doggy Bag (Deps) is available in the Deps catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include P at $300.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DB2 Doggy Bag (Deps) | FUELPACKS Deps","#DB2 Doggy Bag (Deps) from FUELPACKS Deps. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","Deps; #DB2 Doggy Bag (Deps); FUELPACKS; Telegram ordering","/products/db2-doggy-bag-deps","#DB2 Doggy Bag (Deps) product image from FUELPACKS","FUELPACKS","db2-doggy-bag-deps","","","#DB2 Doggy Bag (Deps)","108","gid://shopify/Product/10391982440744","db2-doggy-bag-deps","2026-08-12T05:48:41Z"
"#ES2 Bitcoin Candy (Indoor)","es2-bitcoin-candy-indoor-1","Special Deals","special-deals","290","Special Deals","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2385.jpg?v=1786513770","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/f8955cd1a27a42dc98d2c6d383a1f559/f8955cd1a27a42dc98d2c6d383a1f559.HD-1080p-4.8Mbps-91383900.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2385.jpg?v=1786513770""]","[{""name"":""QP"",""price"":290,""inventory"":999},{""name"":""HP"",""price"":535,""inventory"":999},{""name"":""P"",""price"":975,""inventory"":999}]","[""hsl(319, 30%, 18%)"",""hsl(319, 40%, 35%)"",""hsl(319, 50%, 60%)""]","🤑 FAT COME UP DEAL 🤑 9/10👃 Lemon Cherry Candy Nose Soft Squishy Texture #ES2 Bitcoin Candy (Indoor) is available in the Special Deals catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $290.00, HP at $535.00, P at $975.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ES2 Bitcoin Candy (Indoor) | FUELPACKS Special Deals","#ES2 Bitcoin Candy (Indoor) from FUELPACKS Special Deals. View images, video, variants, price, availability, and send your prepared order through...","Special Deals; #ES2 Bitcoin Candy (Indoor); FUELPACKS; Telegram ordering","/products/es2-bitcoin-candy-indoor-1","#ES2 Bitcoin Candy (Indoor) product image from FUELPACKS","FUELPACKS","es2-bitcoin-candy-indoor-1","","","#ES2 Bitcoin Candy (Indoor)","109","gid://shopify/Product/10391984079144","es2-bitcoin-candy-indoor-1","2026-08-12T05:49:48Z"
"#BZ1 Purple Zikigai (Indoor) (Zaza)","bz1-purple-zikigai-indoor-zaza","Exotic","exotic","385","Exotic","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2387.jpg?v=1786513962","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/d0206bfd5e2b4c70a8906bc358920862/d0206bfd5e2b4c70a8906bc358920862.HD-1080p-4.8Mbps-91384064.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_2387.jpg?v=1786513962""]","[{""name"":""QP"",""price"":385,""inventory"":999},{""name"":""HP"",""price"":725,""inventory"":999},{""name"":""P"",""price"":1350,""inventory"":999}]","[""hsl(176, 30%, 18%)"",""hsl(176, 40%, 35%)"",""hsl(176, 50%, 60%)""]","10/10👃 Licensed Indoors BRED BY ZIKIGAI GARDENS🪴 Gassy Lemon Candy Nose Soft Squishy Texture #BZ1 Purple Zikigai (Indoor) (Zaza) is available in the Exotic catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $385.00, HP at $725.00, P at $1350.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#BZ1 Purple Zikigai (Indoor) (Zaza) | FUELPACKS Exotic","#BZ1 Purple Zikigai (Indoor) (Zaza) from FUELPACKS Exotic. View images, video, variants, price, availability, and send your prepared order through...","Exotic; #BZ1 Purple Zikigai (Indoor) (Zaza); FUELPACKS; Telegram ordering","/products/bz1-purple-zikigai-indoor-zaza","#BZ1 Purple Zikigai (Indoor) (Zaza) product image from FUELPACKS","FUELPACKS","bz1-purple-zikigai-indoor-zaza","","","#BZ1 Purple Zikigai (Indoor) (Zaza)","110","gid://shopify/Product/10391992205608","bz1-purple-zikigai-indoor-zaza","2026-08-12T05:54:57Z"
